timestamp,x,y
1779961573.615202,533,127
1779961573.63079,559,127
1779961573.647949,529,125
1779961573.663161,541,121
1779961573.681296,565,135
1779961573.695897,564,133
1779961573.714185,588,132
1779961573.730774,600,145
1779961573.748971,613,166
1779961573.763478,633,170
1779961573.781379,623,166
1779961573.797573,628,167
1779961573.813704,654,170
1779961573.828072,684,183
1779961573.84785,666,182
1779961573.861994,651,196
1779961573.879592,638,200
1779961573.90074,642,185
1779961573.915332,632,192
1779961573.931867,673,209
1779961573.951965,672,203
1779961573.968071,693,221
1779961573.983599,676,216
1779961574.000407,694,210
1779961574.015942,709,214
1779961574.033416,694,210
1779961574.04749,673,213
1779961574.065547,694,214
1779961574.081963,689,219
1779961574.096244,690,213
1779961574.113171,699,205
1779961574.128864,728,209
1779961574.145977,724,188
1779961574.161883,731,184
1779961574.18268,697,177
1779961574.196777,717,179
1779961574.213678,717,194
1779961574.229788,708,200
1779961574.246254,731,205
1779961574.262462,728,210
1779961574.277829,739,228
1779961574.294011,749,243
1779961574.310437,748,236
1779961574.327797,745,238
1779961574.347798,759,223
1779961574.36259,747,222
1779961574.379868,754,214
1779961574.396101,739,212
1779961574.414288,776,227
1779961574.428511,759,218
1779961574.446742,823,224
1779961574.461157,821,223
1779961574.476764,807,223
1779961574.492426,831,223
1779961574.509203,814,221
1779961574.525876,812,223
1779961574.543816,804,218
1779961574.560147,811,224
1779961574.580028,817,210
1779961574.593971,782,203
1779961574.61325,784,223
1779961574.626826,754,225
1779961574.645142,767,218
1779961574.660674,768,217
1779961574.677763,768,217
1779961574.69212,774,229
1779961574.708701,767,233
1779961574.726751,748,232
1779961574.745513,731,232
1779961574.760286,740,236
1779961574.778116,760,228
1779961574.794308,757,239
1779961574.80991,771,251
1779961574.826008,761,257
1779961574.842929,757,267
1779961574.857966,740,274
1779961574.874671,699,279
1779961574.891914,668,285
1779961574.912377,625,286
1779961574.931952,638,290
1779961574.947031,626,263
1779961574.962484,641,271
1779961574.978827,615,269
1779961574.995224,587,291
1779961575.01248,564,298
1779961575.028668,573,301
1779961575.045599,536,282
1779961575.059826,553,284
1779961575.078535,518,285
1779961575.093034,481,284
1779961575.109492,451,278
1779961575.124351,445,284
1779961575.141778,437,277
1779961575.158141,430,277
1779961575.176547,439,281
1779961575.190409,435,295
1779961575.208192,427,293
1779961575.225265,440,300
1779961575.241842,436,291
1779961575.25668,428,277
1779961575.275673,435,267
1779961575.290575,422,252
1779961575.307489,421,267
1779961575.322261,417,267
1779961575.337782,405,269
1779961575.356276,388,269
1779961575.371421,415,270
1779961575.388718,421,276
1779961575.404048,404,284
1779961575.421676,419,293
1779961575.440045,430,300
1779961575.45382,442,296
1779961575.473565,432,280
1779961575.489716,431,278
1779961575.505336,415,259
1779961575.520221,429,270
1779961575.537778,394,255
1779961575.553051,399,251
1779961575.570764,394,249
1779961575.585497,385,257
1779961575.602223,408,244
1779961575.619068,415,253
1779961575.635366,437,269
1779961575.653699,425,275
1779961575.669192,415,297
1779961575.683351,401,307
1779961575.702685,408,339
1779961575.715515,420,372
1779961575.734627,412,376
1779961575.748942,401,400
1779961575.765383,407,403
1779961575.782316,411,409
1779961575.797442,400,412
1779961575.815764,428,430
1779961575.830631,434,433
1779961575.848067,407,432
1779961575.863173,412,441
1779961575.879932,447,447
1779961575.897065,470,461
1779961575.914593,470,479
1779961575.928586,455,479
1779961575.946823,456,486
1779961575.962338,474,499
1779961575.978729,485,538
1779961575.993972,482,542
1779961576.013727,466,525
1779961576.034175,505,531
1779961576.052198,501,534
1779961576.068428,510,554
1779961576.083373,521,553
1779961576.100814,527,548
1779961576.115557,547,552
1779961576.135188,526,557
1779961576.148626,544,574
1779961576.169005,537,580
1779961576.182715,570,592
1779961576.198473,571,601
1779961576.21963,577,595
1779961576.232217,581,596
